id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,tags,is_mature
40859231413,536906710,ijenz,IJenz,509658,Just Chatting,live,RERUN ASMR PIYAMA,1422,2024-07-15T22:03:24Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_ijenz-{width}x{height}.jpg,[],"['Español', 'ASMR', 'ASMRvisual', 'ASMRauditivo', 'dragonball', 'Anime', 'dragonballz', 'charlar', 'English']",False
40863510693,517517629,ewc_cs,EWC_CS,32399,Counter-Strike,live,G2 Esports vs. The MongolZ - EWC CS2 // Day 1 - Round of 14,25621,2024-07-17T10:45:21Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ewc_cs-{width}x{height}.jpg,[],['English'],False
40863545237,465131731,shadowkekw,shadowkekw,32399,Counter-Strike,live,🔴 G2 [0:0] The MongolZ | EWC 2024 | @evelone192 @strogo @des0ut 👉 !тг !бетбум !розыгрыш !avanmarket !ggsel,17339,2024-07-17T10:56:40Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_shadowkekw-{width}x{height}.jpg,[],"['Русский', 'csgo', 'English', 'Tiktok', 'мемы', 'дубай', 'москва', 'контент', 'шоу', 'лучший']",False
42615089448,43683025,ohnepixel,ohnePixel,32399,Counter-Strike,live,🔴G2 vs MONGOLZ | ESPORTS WORLD CUP 2024🔴,11707,2024-07-17T11:36:49Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ohnepixel-{width}x{height}.jpg,[],"['English', 'Esports']",False
40863646725,181077473,gaules,Gaules,32399,Counter-Strike,live,G2 vs The MongolZ Esports World Cup 2024 - Siga @Gaules nas redes sociais!,9927,2024-07-17T11:27:11Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_gaules-{width}x{height}.jpg,[],"['Português', 'brazil', 'Portugues', 'Brasil']",True
40863550533,36717908,izakooo,IzakOOO,32399,Counter-Strike,live,DEBIUT SNAXA | G2 vs The MongolZ | Esports World Cup 2024 | Dzień 1 | !nord,9853,2024-07-17T10:58:23Z,pl,https://static-cdn.jtvnw.net/previews-ttv/live_user_izakooo-{width}x{height}.jpg,[],['Polski'],False
40863514805,154376142,ewc_cs_en2,EWC_CS_EN2,32399,Counter-Strike,live,FaZe Clan vs. FlyQuest - EWC CS2 // Day 1 - Round of 14,7094,2024-07-17T10:46:38Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ewc_cs_en2-{width}x{height}.jpg,[],"['Esports', 'English']",False
40863469301,75910196,betboom_cs_a,betboom_cs_a,32399,Counter-Strike,live,(RU) G2 Esports [0:0] The MongolZ | Bo3 | Esports World Cup: Day 1 | by @BAC9CKOPOCTb & @CyberFocus,5341,2024-07-17T10:30:26Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_betboom_cs_a-{width}x{height}.jpg,[],"['Киберспорт', 'Русский', 'Russian']",False
42614983512,72603256,97zoner,97zoner,32399,Counter-Strike,live,"G2 vs The MongolZ 🔴 КАСТИМ ESPORTS WORLD CUP вместе с @adren, @keen и @seizedwf !betboom !tg",4640,2024-07-17T10:45:57Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_97zoner-{width}x{height}.jpg,[],['Русский'],False
42614983496,47077273,adren,AdreN,32399,Counter-Strike,live,"G2 vs TheMongolZ 🔴 КАСТИМ ESPORTS WORLD CUP вместе с @97zoner, @keen и @seizedwf !betboom !tg",4607,2024-07-17T10:45:57Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_adren-{width}x{height}.jpg,[],"['Казах', 'кумыс', 'Русский']",True
40863298373,517553027,cct_cs2,CCT_CS2,32399,Counter-Strike,live,TSM vs Into The Breach 🔹 Group A Opener 🏆 CCT Europe S2 – Online Series #7,3666,2024-07-17T09:27:44Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_cct_cs2-{width}x{height}.jpg,[],"['English', 'csgo']",False
40863375269,718236928,banduracartel,BanduraCartel,32399,Counter-Strike,live,24H SOLO FACEIT CHALLENGE💣 ➜ !kinguin !g4skins !fortuna !pirateswap,3522,2024-07-17T09:57:13Z,pl,https://static-cdn.jtvnw.net/previews-ttv/live_user_banduracartel-{width}x{height}.jpg,[],['Polski'],False
42615012712,139345001,aunkere,Aunkere,32399,Counter-Strike,live,🔴 G2 [0:0] vs The MongolZ 🔴 EWC 2024 -> !bb !tg,2905,2024-07-17T10:59:42Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_aunkere-{width}x{height}.jpg,[],['Русский'],False
40863547781,122590634,betboom_cs_c,betboom_cs_c,32399,Counter-Strike,live,(RU) MOUZ [0:0] Sashi Esport | Bo3 | Esports World Cup: Day 1 | by @xryst_t & @harumi_ii,2670,2024-07-17T10:57:24Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_betboom_cs_c-{width}x{height}.jpg,[],"['Киберспорт', 'Русский']",False
42615000872,104259136,rachelr,RachelR,32399,Counter-Strike,live,"G2 vs. The MongolZ - Esports World Cup 2024 - Смотрим в приятной компании @dadte + ""Приятный чел""",2560,2024-07-17T10:54:19Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_rachelr-{width}x{height}.jpg,[],"['RachelR', 'Insilio', 'Русский', 'cs2']",False
40863001813,414805368,ct0m,ct0m,32399,Counter-Strike,live,[БЕЗ ЗАДЕРЖКИ] G2 [0] vs. [0] TheMongolz | Esports World Cup 2024 w/ @k1im @hypetried,2325,2024-07-17T07:04:07Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_ct0m-{width}x{height}.jpg,[],['Русский'],False
40863552677,657644821,cs2_maincast,cs2_maincast,32399,Counter-Strike,live,[UA] G2 vs Mongolz (0-0) BO3 | Esports World Cup 2024 | by @kvan & @homer_on_tv,2048,2024-07-17T10:59:04Z,uk,https://static-cdn.jtvnw.net/previews-ttv/live_user_cs2_maincast-{width}x{height}.jpg,[],"['Українська', 'Кіберспорт', 'Ukraine', 'Maincast', 'csgo', 'cs', 'UA', 'CS2']",False
40863600005,259710795,pelaajatcom,pelaajatcom,32399,Counter-Strike,live,🏆 EWC | Mouz vs. Sashi | Navi vs. Furia | Spirit vs. Mibr | Casters: @olvari & @samppacs2 🏆,1744,2024-07-17T11:12:52Z,fi,https://static-cdn.jtvnw.net/previews-ttv/live_user_pelaajatcom-{width}x{height}.jpg,[],['Suomi'],True
40863514581,122208625,rtparenacsgo,RTP Arena CS:GO,32399,Counter-Strike,live,[PT-PT] G2 vs The MongolZ | Esports World Cup 2024 | Opening Stage,1711,2024-07-17T10:46:33Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_rtparenacsgo-{width}x{height}.jpg,[],"['Português', 'counterstrike2', 'CS2', 'CS', 'CounterStrike']",False
42836817401,112618532,ale_apoka,ale_apoka,32399,Counter-Strike,live,AO VIVO: G2 vs TheMongolz !livepix !rivalry !keydrop - Me siga @ale_apoka na Redes,1656,2024-07-17T09:18:12Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_ale_apoka-{width}x{height}.jpg,[],"['tribo', 'Português']",True
42614880072,41314239,dafran,dafran,32399,Counter-Strike,live,CAN WE GET 20K IN PREMIER??,1635,2024-07-17T09:52:10Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_dafran-{width}x{height}.jpg,[],['English'],False
42614611640,92038375,caedrel,Caedrel,21779,League of Legends,live,🔴LCK COSTREAM HLE VS KDF #LCKWatchParty - ELDEN RING AFTERRRRRRRRR🔴 !discord !youtube !vods !fnatic !displate,26383,2024-07-17T07:05:41Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_caedrel-{width}x{height}.jpg,[],"['xdd', 'Washed', 'degen', 'English', 'adhd', 'vtuber', 'Ratking', 'LPL', 'LCK', 'LEC']",False
41450812327,124425501,lck,LCK,21779,League of Legends,live,DK vs BRO - HLE vs KDF | 2024 LCK Summer,21638,2024-07-17T07:15:34Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_lck-{width}x{height}.jpg,[],"['Esports', 'English']",False
41450820423,920125847,lck_carry,LCK_Carry,21779,League of Legends,live,[中文] DK vs BRO - HLE vs KDF | 2024 LCK Summer Split,6630,2024-07-17T07:20:11Z,zh,https://static-cdn.jtvnw.net/previews-ttv/live_user_lck_carry-{width}x{height}.jpg,[],"['中文', 'LCK']",False
41450812887,137621174,ow_uruca,ow_uruca,21779,League of Legends,live,新パッチギスギスフルパLOLランクw/乾殿🌭day1アルファ君rainbrain,5915,2024-07-17T07:15:55Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_ow_uruca-{width}x{height}.jpg,[],"['日本語', 'CR', 'うるか', 'lol']",False
42833421609,140772558,baiano,Baiano,21779,League of Legends,live,🟢 ILHA DAS LENDAS LPL: WBG 0 x 1 TES 🟢 🌴 !manto !lendas !status #LPLCOSTREAM,5181,2024-07-16T08:39:40Z,pt,https://static-cdn.jtvnw.net/previews-ttv/live_user_baiano-{width}x{height}.jpg,[],"['CBLOL', 'LCK', 'LCS', 'COSTREAM', 'T1', 'Baiano', 'LPL', 'Português', 'LOUD', 'cbolao']",True
42614654744,622498423,otplol_,otplol_,21779,League of Legends,live,LCK SUMMER 2024 - KDF vs HLE - W5D1 - BO3,5098,2024-07-17T07:37:19Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_otplol_-{width}x{height}.jpg,[],"['Esport', 'Français']",False
41450680871,77415295,jasper7se,Jasper7se,21779,League of Legends,live,KRLOL ラストスパート,4308,2024-07-17T05:59:36Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_jasper7se-{width}x{height}.jpg,[],['日本語'],False
41450984759,584184005,akarindao,夢野あかり,21779,League of Legends,live,アイアンの森を明るくする,4173,2024-07-17T08:55:23Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_akarindao-{width}x{height}.jpg,[],"['女性', '日本語']",False
40863130085,50795214,sardoche,Sardoche,21779,League of Legends,live,SARD & MYW : MASTER MMR - L'ALGO N'EST PAS AVEC NOUS AUJOURD'HUI,3893,2024-07-17T08:15:34Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-{width}x{height}.jpg,[],"['Français', 'Speedrun', 'ModeDifficile', 'Boxing']",False
51535075549,25653002,iwdominate,IWDominate,21779,League of Legends,live,🔴LCK BANGER : KDF VS HLE🔴 #LCKWatchParty,3461,2024-07-17T09:14:01Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_iwdominate-{width}x{height}.jpg,[],"['Intellectual', 'Elderly', 'grumpy', 'ancient', 'fossil', 'English', 'Crack', 'TheSack']",False
42614968520,57292293,ratirl,RATIRL,21779,League of Legends,live,"RATIRL, Art The Clown WILL MAKE IT)  🥱😪💤 :D 71% TryHARD level Reaching Critical levels 😡😡😡",2864,2024-07-17T10:38:25Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_ratirl-{width}x{height}.jpg,[],"['Looner', 'vtuber', 'RATIRL', 'EldenRodent', 'English']",True
42614812824,31545223,agurin,agurin,21779,League of Legends,live,Getting Chall on main !mifcom,2249,2024-07-17T09:14:39Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_agurin-{width}x{height}.jpg,[],"['Deutsch', 'English']",False
40863103237,70298660,skyyart,Skyyart,21779,League of Legends,live,❤️GROS MATCH HLE VS KDF COCASTER OFFI LCK🔴  #LCKWatchParty🔴LCK à 10h Mercredi à Dimanch🔴,2218,2024-07-17T08:03:14Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_skyyart-{width}x{height}.jpg,[],['Français'],False
40863309733,58753574,zeling,Zeling,21779,League of Legends,live,STREAMER CON LA RABIA I CHAT GAP POR FAVOR CALLENLOS I LA SEMANA QUE VIENE IRL,2198,2024-07-17T09:31:35Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_zeling-{width}x{height}.jpg,[],['Español'],False
44541074507,92113890,midbeast,midbeast,21779,League of Legends,live,HUGE NEW PATCH TESTING 14.14 LIVE !NordVPN,2100,2024-07-17T04:42:52Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_midbeast-{width}x{height}.jpg,[],"['leagueoflegends', 'English', 'LyingEncouraged', 'Manipulator', 'Anime', 'Australia', 'dinosaurs', 'Affectionate', 'Golf', 'trapezoid']",False
40862984693,38009333,sixentv,SixenTv,21779,League of Legends,live,🔴 12H - 5 FERS VS 5 CHALLS #2 !ANNONCE !RAZER !HOLY !ACADEMY,1979,2024-07-17T06:53:23Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_sixentv-{width}x{height}.jpg,[],"['jungler', 'leagueoflegends', 'marseillais', 'pizzaiolo', 'pédagogie', 'fun', 'intéractif', 'Français']",False
41450960439,93305727,takayaspecial,たかやスペシャル,21779,League of Legends,live,ソロキューです,1950,2024-07-17T08:40:50Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_takayaspecial-{width}x{height}.jpg,[],"['日本語', '雑談']",False
40863031845,184578486,mfreak00,mfreak00,21779,League of Legends,live,🔴 Hanwha Life vs Kwangdong Freecs: Viper y Peanut contra Cuzz y Leaper - LCK Summer W5D1 | #LCKWatchParty,1893,2024-07-17T07:24:08Z,es,https://static-cdn.jtvnw.net/previews-ttv/live_user_mfreak00-{width}x{height}.jpg,[],"['Español', 'LOL', 'LeagueOfLegends', 'LCK', 'Faker', 'T1', 'Corea']",False
40863338821,81446331,traytonlol,TraYtoNlol,21779,League of Legends,live,SOLOQ VOC CALISTE EXAKICK,1873,2024-07-17T09:42:44Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_traytonlol-{width}x{height}.jpg,[],"['Français', 'support', 'Challenger']",False
42614746872,57557944,nymaera_,Nymaera_,21779,League of Legends,live,🔴 LPL WBG v TES | LPL Summer 2024 English Cast @initialisecasts @nymaera_,1460,2024-07-17T08:37:31Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_nymaera_-{width}x{height}.jpg,[],"['Ahri', 'English', 'educational', 'LEC', 'lpl', 'costream', 'LCK', 'T1', 'Fnatic', 'Arena']",False
41451349207,119506529,rader,らっだぁ,32982,Grand Theft Auto V,live,【#ストグラ 94日目】レダーヨージロー 防衛か？ 鳩禁指示禁,27710,2024-07-17T11:32:33Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_rader-{width}x{height}.jpg,[],"['日本語', 'ネタバレ注意', 'ネタバレ禁止']",False
41450982023,212474095,guilty1223,ギルくん,32982,Grand Theft Auto V,live,【ストグラ】145日目鳩禁指示禁【ケインオー】,6602,2024-07-17T08:53:48Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_guilty1223-{width}x{height}.jpg,[],"['日本語', 'ネタバレ注意', 'モク専']",False
41451017575,214306524,yufuna,ゆふな,32982,Grand Theft Auto V,live,【#ストグラ97日目】職人の朝は早い___。,4785,2024-07-17T09:11:44Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_yufuna-{width}x{height}.jpg,[],"['日本語', 'ネタバレなし']",False
40863490357,130802381,r0xieee,r0xieee,32982,Grand Theft Auto V,live,👑GTA5RP👑 - ТАПАЕМ ТАПАЕМ И ПОЛУЧАЕМ ПРИЗЫ 💀 🔴t.me/r0xieee🔴 👀 promo : FOREVER 👀 🍇 [ALL SERVERS] !промо🍇,2843,2024-07-17T10:38:03Z,ru,https://static-cdn.jtvnw.net/previews-ttv/live_user_r0xieee-{width}x{height}.jpg,[],"['Сисян', 'Пузо', 'Отец', 'Кабанидзе', 'Мотомото', 'Игроман', 'Нытик', 'Русский']",True
41450924951,463657800,wakiwaki612,わきをだ,32982,Grand Theft Auto V,live,ストグラ266日 キャプテンわきを 蝉鳴いてやがる,2670,2024-07-17T08:20:48Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_wakiwaki612-{width}x{height}.jpg,[],"['わきを', 'ストグラ鯖', 'GTAⅤ', 'スト鯖', 'ロールプレイ', 'gta', '餡ブレラ', 'キャプテンわきを', 'VCR', 'Rust']",False
40863390085,400495412,4head,4HEAD,32982,Grand Theft Auto V,live,4HEAD | NOPIXEL 4.0 | TTS,2562,2024-07-17T10:01:48Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_4head-{width}x{height}.jpg,[],"['English', 'GTARP', 'Roleplay', 'NoPixel']",False
41450632151,695155415,ashi3re,あしさんり,32982,Grand Theft Auto V,live,NOLOMIT 33日目 まちょがBOSS BOSSだった件 【トラ雄/街雄サンリ】,1884,2024-07-17T05:29:55Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_ashi3re-{width}x{height}.jpg,[],"['雑談', 'Vtuber', 'アニメ', '日本語', 'ストグラ', 'レドスト']",False
41451319895,219069796,jackeyy,Jackeyy,32982,Grand Theft Auto V,live,พยายาม,1873,2024-07-17T11:22:50Z,th,https://static-cdn.jtvnw.net/previews-ttv/live_user_jackeyy-{width}x{height}.jpg,[],"['ไทย', 'ภาษาไทย']",False
41451115655,188824006,yntnfn,やなつん,32982,Grand Theft Auto V,live,【 #ストグラ 】204日目 ざうるう de 島取り 鳩・指示コメ禁止【やなつん / 柳瀬つん / つんザウルス】,1821,2024-07-17T10:01:54Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_yntnfn-{width}x{height}.jpg,[],"['日本語', 'いい匂い', 'fps', 'ストグラ', '腰痛']",False
41451134823,802884291,niu_yozuna,夜絆ニウ,32982,Grand Theft Auto V,live,【 #ストグラ】【生雲丹よづな】,1702,2024-07-17T10:10:30Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_niu_yozuna-{width}x{height}.jpg,[],"['Vtuber', '日本語']",False
41450972151,806386760,e36_kimitosu,キミトス,32982,Grand Theft Auto V,live,【ストグラ】シマ取り MOZU三階堂キミトス 348話 世界一楽しむゲーム実況!!【ENTER FORCE.36】,1483,2024-07-17T08:47:57Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_e36_kimitosu-{width}x{height}.jpg,[],"['ストグラ', '雑談', '日本語', 'ストグラFV']",False
42614298968,70408195,capp,Capp,32982,Grand Theft Auto V,live,302 SUBATHON | WINDY CITY SEASON 3 OUT NOW! | Twitter: @CapThaGod !sub !prime !discord !YT !Prizepicks,1389,2024-07-17T02:30:55Z,en,https://static-cdn.jtvnw.net/previews-ttv/live_user_capp-{width}x{height}.jpg,[],['English'],False
41451204519,836587213,crtopioxd,しーあーるとっぴー,32982,Grand Theft Auto V,live,ストグラ [73日目]  シマトリがんばるぞー フェアリー トピオ,1379,2024-07-17T10:41:54Z,ja,https://static-cdn.jtvnw.net/previews-ttv/live_user_crtopioxd-{width}x{height}.jpg,[],"['CR', '日本語', '顔出し配信', 'fps', '寝起き', 'ストグラ']",False
